wave,coder,code,name,bes_share,model_share,gap
21,human,29,Taxation,0.00036,0.00053,-0.00017
21,human,30,Debt/deficit,0.00413,0.00455,-0.00043
21,human,31,Inflation,0.00085,0.00078,7e-05
21,human,32,Living costs,0.00121,0.00202,-0.00081
21,human,33,Poverty,0.00946,0.00981,-0.00035
21,human,34,Austerity,0.00061,0.00108,-0.00047
21,human,35,Inequality,0.01432,0.01441,-9e-05
21,human,36,Housing,0.00582,0.00595,-0.00013
21,human,37,Social care,0.00061,0.00243,-0.00182
21,human,38,Pensions/ageing,0.00279,0.00084,0.00195
21,human,39,Transport/infrastructure,0.00036,0.00051,-0.00014
21,human,40,Environment,0.05982,0.05907,0.00074
21,human,41,Pol values-auth,0.00376,0.00312,0.00064
21,human,42,Pol values-liberal,0.00413,0.00463,-0.00051
21,human,43,Pol values-right,0.00036,0.00066,-0.00029
21,human,44,Pol values-left,0.00194,0.00178,0.00016
21,human,45,Other,0.00049,0.00032,0.00017
21,human,46,Uncoded,0.00546,0.00457,0.00089
21,human,47,Referendum unspecified,0.0,0.00022,-0.00022
21,human,48,Coronavirus,0.58954,0.58427,0.00527
21,human,49,Covid-economy,0.01905,0.01954,-0.00049
21,human,50,Gender/sexuality/family,0.00097,0.00074,0.00023
22,human,1,Health,0.04399,0.04444,-0.00045
22,human,2,Education,0.00316,0.00314,2e-05
22,human,3,Election outcome,0.0,0.0006,-0.0006
22,human,4,Pol-neg,0.04795,0.04804,-0.0001
22,human,5,Partisan-neg,0.02121,0.02071,0.0005
22,human,6,Societal divides,0.00145,0.00177,-0.00032
22,human,7,Morals,0.00158,0.00195,-0.00037
22,human,8,"Nat ident, goals-loss",0.00079,0.00091,-0.00012
22,human,9,Racism/discrimination,0.00013,0.00043,-0.0003
22,human,10,Welfare,0.00092,0.00109,-0.00017
22,human,11,Terrorism,0.00382,0.00402,-0.0002
22,human,12,Immigration,0.09879,0.0984,0.00039
22,human,13,Asylum,0.0025,0.0029,-0.00039
22,human,14,Crime,0.01106,0.0115,-0.00043
22,human,15,Europe,0.03635,0.037,-0.00064
22,human,16,Constitutional,0.00026,0.00042,-0.00016
22,human,17,International trade,0.00092,0.00081,0.00011
22,human,18,Devolution,0.0,0.00013,-0.00013
22,human,19,Scot-ind,0.00158,0.00155,3e-05
22,human,21,Foreign affairs,0.00092,0.0009,3e-05
22,human,22,War,0.00013,0.00042,-0.00029
22,human,23,Defence,0.00132,0.00145,-0.00014
22,human,24,Foreign emergency,0.0,1e-05,-1e-05
22,human,25,Domestic emergency,0.00026,0.0005,-0.00024
22,human,26,Economy-general,0.05809,0.05835,-0.00027
22,human,27,Economy-personal,0.0,9e-05,-9e-05
22,human,28,Unemployment,0.00316,0.0031,6e-05
22,human,29,Taxation,0.00145,0.00167,-0.00022
22,human,30,Debt/deficit,0.00237,0.00262,-0.00025
22,human,31,Inflation,0.0058,0.0059,-0.0001
22,human,32,Living costs,0.01238,0.01246,-8e-05
22,human,33,Poverty,0.00988,0.0097,0.00018
22,human,34,Austerity,0.00119,0.00135,-0.00017
22,human,35,Inequality,0.01027,0.01015,0.00013
22,human,36,Housing,0.00738,0.00781,-0.00043
22,human,37,Social care,0.00105,0.00272,-0.00167
22,human,38,Pensions/ageing,0.00211,0.00073,0.00137
22,human,39,Transport/infrastructure,0.00092,0.00081,0.00012
22,human,40,Environment,0.07547,0.07458,0.00089
22,human,41,Pol values-auth,0.00198,0.00169,0.00029
22,human,42,Pol values-liberal,0.00487,0.004,0.00088
22,human,43,Pol values-right,0.00066,0.00078,-0.00013
22,human,44,Pol values-left,0.00211,0.00198,0.00012
22,human,45,Other,0.0004,0.00025,0.00014
22,human,46,Uncoded,0.00435,0.0042,0.00015
22,human,47,Referendum unspecified,0.0,9e-05,-9e-05
22,human,48,Coronavirus,0.50909,0.50622,0.00287
22,human,49,Covid-economy,0.00474,0.0049,-0.00016
22,human,50,Gender/sexuality/family,0.00119,0.00075,0.00043
23,human,1,Health,0.01689,0.01688,1e-05
23,human,2,Education,0.00188,0.00179,9e-05
23,human,3,Election outcome,0.00012,0.0008,-0.00069
23,human,4,Pol-neg,0.03473,0.03461,0.00011
23,human,5,Partisan-neg,0.0203,0.01917,0.00113
23,human,6,Societal divides,0.0007,0.00093,-0.00023
23,human,7,Morals,0.00176,0.00185,-9e-05
23,human,8,"Nat ident, goals-loss",0.00106,0.00071,0.00034
23,human,9,Racism/discrimination,0.00047,0.00061,-0.00014
23,human,10,Welfare,0.00129,0.00154,-0.00025
23,human,11,Terrorism,0.0007,0.00094,-0.00024
23,human,12,Immigration,0.05092,0.05138,-0.00047
23,human,13,Asylum,0.00106,0.00112,-7e-05
23,human,14,Crime,0.00751,0.00772,-0.00021
23,human,15,Europe,0.02076,0.02112,-0.00035
23,human,16,Constitutional,0.00035,0.0004,-5e-05
23,human,17,International trade,0.00094,0.00107,-0.00014
23,human,18,Devolution,0.00012,0.00019,-7e-05
23,human,19,Scot-ind,0.00094,0.00127,-0.00033
23,human,21,Foreign affairs,0.02886,0.02728,0.00158
23,human,22,War,0.04798,0.04849,-0.0005
23,human,23,Defence,0.00375,0.00355,0.0002
23,human,24,Foreign emergency,0.0,2e-05,-2e-05
23,human,25,Domestic emergency,0.00516,0.00511,5e-05
23,human,26,Economy-general,0.13749,0.13612,0.00137
23,human,27,Economy-personal,0.00035,0.00029,6e-05
23,human,28,Unemployment,0.00129,0.00135,-6e-05
23,human,29,Taxation,0.00164,0.00194,-0.0003
23,human,30,Debt/deficit,0.00141,0.00203,-0.00062
23,human,31,Inflation,0.07602,0.07592,0.0001
23,human,32,Living costs,0.41788,0.41545,0.00243
23,human,33,Poverty,0.02065,0.02109,-0.00044
23,human,34,Austerity,0.00035,0.00098,-0.00063
23,human,35,Inequality,0.00786,0.00836,-0.0005
23,human,36,Housing,0.00704,0.00709,-5e-05
23,human,37,Social care,0.00047,0.00059,-0.00012
23,human,38,Pensions/ageing,0.00141,0.00114,0.00027
23,human,39,Transport/infrastructure,0.00059,0.00123,-0.00065
23,human,40,Environment,0.05115,0.05118,-3e-05
23,human,41,Pol values-auth,0.00094,0.00092,2e-05
23,human,42,Pol values-liberal,0.00094,0.0012,-0.00026
23,human,43,Pol values-right,0.00059,0.00038,0.00021
23,human,44,Pol values-left,0.00094,0.00097,-3e-05
23,human,45,Other,0.00023,0.00021,2e-05
23,human,46,Uncoded,0.00387,0.0041,-0.00023
23,human,47,Referendum unspecified,0.0,0.00011,-0.00011
23,human,48,Coronavirus,0.01654,0.01637,0.00017
23,human,49,Covid-economy,0.00082,0.00119,-0.00036
23,human,50,Gender/sexuality/family,0.00129,0.00123,6e-05
24,human,1,Health,0.04901,0.04933,-0.00032
24,human,2,Education,0.0019,0.00199,-9e-05
24,human,3,Election outcome,0.00024,0.001,-0.00077
24,human,4,Pol-neg,0.02308,0.02374,-0.00066
24,human,5,Partisan-neg,0.01142,0.01255,-0.00113
24,human,6,Societal divides,0.00048,0.00086,-0.00039
24,human,7,Morals,0.00428,0.00296,0.00132
24,human,8,"Nat ident, goals-loss",0.00143,0.00134,9e-05
24,human,9,Racism/discrimination,0.0,0.00042,-0.00042
24,human,10,Welfare,0.00119,0.00126,-7e-05
24,human,11,Terrorism,0.00095,0.00137,-0.00042
24,human,12,Immigration,0.08375,0.0836,0.00015
24,human,13,Asylum,0.0019,0.00178,0.00013
24,human,14,Crime,0.00619,0.00709,-0.0009
24,human,15,Europe,0.01642,0.01733,-0.00091
24,human,16,Constitutional,0.00024,0.0003,-6e-05
24,human,17,International trade,0.0019,0.00132,0.00058
24,human,18,Devolution,0.0,0.00014,-0.00014
24,human,19,Scot-ind,0.00095,0.00167,-0.00072
24,human,21,Foreign affairs,0.00119,0.00191,-0.00072
24,human,22,War,0.00785,0.00736,0.00049
24,human,23,Defence,0.00214,0.00226,-0.00012
24,human,24,Foreign emergency,0.0,2e-05,-2e-05
24,human,25,Domestic emergency,0.01404,0.01354,0.0005
24,human,26,Economy-general,0.18606,0.18708,-0.00103
24,human,27,Economy-personal,0.00024,0.00038,-0.00014
24,human,28,Unemployment,0.00143,0.00169,-0.00026
24,human,29,Taxation,0.00167,0.00174,-8e-05
24,human,30,Debt/deficit,0.00262,0.00288,-0.00027
24,human,31,Inflation,0.0552,0.05603,-0.00083
24,human,32,Living costs,0.40923,0.40287,0.00636
24,human,33,Poverty,0.0188,0.01783,0.00096
24,human,34,Austerity,0.00167,0.0023,-0.00063
24,human,35,Inequality,0.00714,0.00795,-0.00081
24,human,36,Housing,0.00476,0.00544,-0.00068
24,human,37,Social care,0.00024,0.00034,-0.0001
24,human,38,Pensions/ageing,0.00143,0.00152,-9e-05
24,human,39,Transport/infrastructure,0.00071,0.002,-0.00128
24,human,40,Environment,0.06043,0.05939,0.00104
24,human,41,Pol values-auth,0.0019,0.00094,0.00096
24,human,42,Pol values-liberal,0.00143,0.00111,0.00031
24,human,43,Pol values-right,0.00024,0.00043,-0.00019
24,human,44,Pol values-left,0.00071,0.00091,-0.00019
24,human,45,Other,0.00095,0.00012,0.00083
24,human,46,Uncoded,0.00785,0.00699,0.00086
24,human,47,Referendum unspecified,0.00024,0.00011,0.00013
24,human,48,Coronavirus,0.00286,0.00344,-0.00058
24,human,49,Covid-economy,0.0,0.00027,-0.00027
24,human,50,Gender/sexuality/family,0.00167,0.00111,0.00056
25,human,1,Health,0.05323,0.05379,-0.00056
25,human,2,Education,0.00286,0.00295,-9e-05
25,human,3,Election outcome,0.0,0.00054,-0.00054
25,human,4,Pol-neg,0.02774,0.03021,-0.00247
25,human,5,Partisan-neg,0.01893,0.01873,0.00021
25,human,6,Societal divides,0.00119,0.00114,5e-05
25,human,7,Morals,0.00572,0.00292,0.00279
25,human,8,"Nat ident, goals-loss",0.00262,0.00141,0.00121
25,human,9,Racism/discrimination,0.00024,0.00044,-0.0002
25,human,10,Welfare,0.00143,0.00174,-0.00031
25,human,11,Terrorism,0.00071,0.00096,-0.00025
25,human,12,Immigration,0.11312,0.11359,-0.00047
25,human,13,Asylum,0.00274,0.0025,0.00024
25,human,14,Crime,0.01191,0.01161,0.0003
25,human,15,Europe,0.01929,0.02006,-0.00076
25,human,16,Constitutional,0.00095,0.00066,0.00029
25,human,17,International trade,0.00024,0.00028,-4e-05
25,human,18,Devolution,0.0,8e-05,-8e-05
25,human,19,Scot-ind,0.00095,0.00142,-0.00046
25,human,21,Foreign affairs,0.00762,0.00817,-0.00054
25,human,22,War,0.00965,0.00912,0.00053
25,human,23,Defence,0.00226,0.00227,-1e-05
25,human,24,Foreign emergency,0.0,2e-05,-2e-05
25,human,25,Domestic emergency,0.00083,0.00106,-0.00022
25,human,26,Economy-general,0.17278,0.17445,-0.00168
25,human,27,Economy-personal,0.0,0.00021,-0.00021
25,human,28,Unemployment,0.00226,0.0023,-4e-05
25,human,29,Taxation,0.00298,0.00279,0.00019
25,human,30,Debt/deficit,0.00119,0.00181,-0.00062
25,human,31,Inflation,0.07395,0.07454,-0.0006
25,human,32,Living costs,0.34187,0.33739,0.00448
25,human,33,Poverty,0.01667,0.01611,0.00056
25,human,34,Austerity,0.00262,0.00347,-0.00085
25,human,35,Inequality,0.01084,0.0113,-0.00046
25,human,36,Housing,0.01262,0.01329,-0.00067
25,human,37,Social care,0.00119,0.00113,7e-05
25,human,38,Pensions/ageing,0.00095,0.00102,-7e-05
25,human,39,Transport/infrastructure,0.00262,0.00109,0.00153
25,human,40,Environment,0.05549,0.05646,-0.00097
25,human,41,Pol values-auth,0.00274,0.00246,0.00028
25,human,42,Pol values-liberal,0.0025,0.0026,-0.0001
25,human,43,Pol values-right,0.00024,0.00037,-0.00013
25,human,44,Pol values-left,0.00191,0.00198,-7e-05
25,human,45,Other,0.00048,0.00025,0.00023
25,human,46,Uncoded,0.00703,0.00558,0.00144
25,human,47,Referendum unspecified,0.0,9e-05,-9e-05
25,human,48,Coronavirus,0.00036,0.00124,-0.00088
25,human,49,Covid-economy,0.00012,0.00029,-0.00017
25,human,50,Gender/sexuality/family,0.00238,0.00211,0.00027
26,llm,1,Health,0.08626,0.08673,-0.00047
26,llm,2,Education,0.00365,0.00365,-0.0
26,llm,3,Election outcome,0.01052,0.00896,0.00156
26,llm,4,Pol-neg,0.04097,0.04454,-0.00357
26,llm,5,Partisan-neg,0.02192,0.02005,0.00187
26,llm,6,Societal divides,0.00266,0.00295,-0.0003
26,llm,7,Morals,0.00421,0.00377,0.00043
26,llm,8,"Nat ident, goals-loss",0.0031,0.00336,-0.00026
26,llm,9,Racism/discrimination,0.00188,0.0021,-0.00022
26,llm,10,Welfare,0.00255,0.00283,-0.00029
26,llm,11,Terrorism,0.00343,0.00402,-0.00059
26,llm,12,Immigration,0.19068,0.18893,0.00175
26,llm,13,Asylum,0.00487,0.00621,-0.00134
26,llm,14,Crime,0.02392,0.02398,-7e-05
26,llm,15,Europe,0.01273,0.01486,-0.00212
26,llm,16,Constitutional,0.00144,0.00097,0.00047
26,llm,17,International trade,0.00022,0.00089,-0.00067
26,llm,18,Devolution,0.0,0.00029,-0.00029
26,llm,19,Scot-ind,0.00155,0.00161,-6e-05
26,llm,21,Foreign affairs,0.00974,0.01111,-0.00137
26,llm,22,War,0.0227,0.02082,0.00188
26,llm,23,Defence,0.01451,0.01429,0.00021
26,llm,24,Foreign emergency,0.00022,2e-05,0.0002
26,llm,25,Domestic emergency,0.00011,0.00022,-0.00011
26,llm,26,Economy-general,0.13919,0.13926,-7e-05
26,llm,27,Economy-personal,0.00078,0.00028,0.00049
26,llm,28,Unemployment,0.00266,0.00257,9e-05
26,llm,29,Taxation,0.00465,0.00454,0.00011
26,llm,30,Debt/deficit,0.00166,0.00191,-0.00024
26,llm,31,Inflation,0.01462,0.01419,0.00043
26,llm,32,Living costs,0.16931,0.16914,0.00017
26,llm,33,Poverty,0.01207,0.01231,-0.00024
26,llm,34,Austerity,0.00653,0.00686,-0.00033
26,llm,35,Inequality,0.01439,0.01411,0.00029
26,llm,36,Housing,0.02126,0.02167,-0.00041
26,llm,37,Social care,0.00354,0.0032,0.00034
26,llm,38,Pensions/ageing,0.00177,0.00182,-5e-05
26,llm,39,Transport/infrastructure,0.00221,0.00209,0.00012
26,llm,40,Environment,0.06278,0.06367,-0.00089
26,llm,41,Pol values-auth,0.00188,0.00165,0.00024
26,llm,42,Pol values-liberal,0.00255,0.00272,-0.00018
26,llm,43,Pol values-right,0.00078,0.0005,0.00027
26,llm,44,Pol values-left,0.0021,0.00234,-0.00024
26,llm,45,Other,0.00122,0.00055,0.00067
26,llm,46,Uncoded,0.06932,0.0649,0.00442
26,llm,47,Referendum unspecified,0.0,0.00014,-0.00014
26,llm,48,Coronavirus,0.00011,0.00091,-0.00079
26,llm,49,Covid-economy,0.0,0.00024,-0.00024
26,llm,50,Gender/sexuality/family,0.00078,0.00125,-0.00047
27,llm,1,Health,0.11299,0.11366,-0.00068
27,llm,2,Education,0.00346,0.00356,-0.0001
27,llm,3,Election outcome,0.02987,0.02888,0.00099
27,llm,4,Pol-neg,0.02965,0.03235,-0.00269
27,llm,5,Partisan-neg,0.01818,0.01706,0.00113
27,llm,6,Societal divides,0.00346,0.00334,0.00012
27,llm,7,Morals,0.00325,0.00256,0.00069
27,llm,8,"Nat ident, goals-loss",0.00152,0.00159,-8e-05
27,llm,9,Racism/discrimination,0.00141,0.00153,-0.00013
27,llm,10,Welfare,0.00368,0.00359,9e-05
27,llm,11,Terrorism,0.00227,0.00275,-0.00048
27,llm,12,Immigration,0.1789,0.17813,0.00077
27,llm,13,Asylum,0.00152,0.00223,-0.00071
27,llm,14,Crime,0.01656,0.01657,-2e-05
27,llm,15,Europe,0.01429,0.01518,-0.00089
27,llm,16,Constitutional,0.00087,0.00098,-0.00012
27,llm,17,International trade,0.00011,0.00074,-0.00063
27,llm,18,Devolution,0.0,0.00028,-0.00028
27,llm,19,Scot-ind,0.0013,0.00131,-1e-05
27,llm,21,Foreign affairs,0.00855,0.00995,-0.0014
27,llm,22,War,0.01602,0.01406,0.00196
27,llm,23,Defence,0.01548,0.01568,-0.0002
27,llm,24,Foreign emergency,0.0,2e-05,-2e-05
27,llm,25,Domestic emergency,0.00043,0.00041,2e-05
27,llm,26,Economy-general,0.14535,0.14465,0.00069
27,llm,27,Economy-personal,0.00022,0.00022,-0.0
27,llm,28,Unemployment,0.00184,0.00175,9e-05
27,llm,29,Taxation,0.0053,0.00548,-0.00018
27,llm,30,Debt/deficit,0.00119,0.00154,-0.00035
27,llm,31,Inflation,0.00909,0.0088,0.00029
27,llm,32,Living costs,0.17489,0.1749,-1e-05
27,llm,33,Poverty,0.01104,0.01114,-0.00011
27,llm,34,Austerity,0.00563,0.00625,-0.00063
27,llm,35,Inequality,0.01299,0.01301,-2e-05
27,llm,36,Housing,0.01981,0.02005,-0.00025
27,llm,37,Social care,0.00249,0.00237,0.00012
27,llm,38,Pensions/ageing,0.00173,0.0017,3e-05
27,llm,39,Transport/infrastructure,0.00162,0.00138,0.00024
27,llm,40,Environment,0.0618,0.06289,-0.0011
27,llm,41,Pol values-auth,0.00141,0.00118,0.00023
27,llm,42,Pol values-liberal,0.00195,0.00129,0.00066
27,llm,43,Pol values-right,0.00087,0.00048,0.00039
27,llm,44,Pol values-left,0.00119,0.00172,-0.00053
27,llm,45,Other,0.0013,0.00028,0.00101
27,llm,46,Uncoded,0.07305,0.06861,0.00444
27,llm,47,Referendum unspecified,0.0,0.00013,-0.00013
27,llm,48,Coronavirus,0.00032,0.0013,-0.00098
27,llm,49,Covid-economy,0.0,0.00012,-0.00012
27,llm,50,Gender/sexuality/family,0.00119,0.00232,-0.00112
28,llm,1,Health,0.12655,0.12707,-0.00053
28,llm,2,Education,0.00356,0.00355,1e-05
28,llm,3,Election outcome,0.03991,0.03866,0.00125
28,llm,4,Pol-neg,0.02902,0.0326,-0.00358
28,llm,5,Partisan-neg,0.02137,0.02088,0.00049
28,llm,6,Societal divides,0.0023,0.0025,-0.00019
28,llm,7,Morals,0.00356,0.0026,0.00096
28,llm,8,"Nat ident, goals-loss",0.00199,0.00178,0.00021
28,llm,9,Racism/discrimination,0.00147,0.00145,1e-05
28,llm,10,Welfare,0.00168,0.002,-0.00032
28,llm,11,Terrorism,0.00136,0.00201,-0.00065
28,llm,12,Immigration,0.18605,0.18462,0.00142
28,llm,13,Asylum,0.00189,0.0028,-0.00091
28,llm,14,Crime,0.01508,0.01549,-0.0004
28,llm,15,Europe,0.01561,0.01678,-0.00117
28,llm,16,Constitutional,0.00136,0.00114,0.00022
28,llm,17,International trade,0.0001,0.00073,-0.00062
28,llm,18,Devolution,0.0001,0.00036,-0.00026
28,llm,19,Scot-ind,0.0023,0.00235,-4e-05
28,llm,21,Foreign affairs,0.0045,0.00593,-0.00143
28,llm,22,War,0.01027,0.00922,0.00105
28,llm,23,Defence,0.01372,0.01345,0.00028
28,llm,24,Foreign emergency,0.00021,2e-05,0.00019
28,llm,25,Domestic emergency,0.0,0.0001,-0.0001
28,llm,26,Economy-general,0.13953,0.1395,4e-05
28,llm,27,Economy-personal,0.00021,0.00014,7e-05
28,llm,28,Unemployment,0.00136,0.00127,9e-05
28,llm,29,Taxation,0.00576,0.00584,-8e-05
28,llm,30,Debt/deficit,0.00241,0.00295,-0.00054
28,llm,31,Inflation,0.00618,0.00602,0.00016
28,llm,32,Living costs,0.15399,0.1541,-0.0001
28,llm,33,Poverty,0.00953,0.01005,-0.00052
28,llm,34,Austerity,0.00869,0.00885,-0.00016
28,llm,35,Inequality,0.0155,0.01581,-0.0003
28,llm,36,Housing,0.0221,0.02203,7e-05
28,llm,37,Social care,0.00482,0.00426,0.00056
28,llm,38,Pensions/ageing,0.00157,0.00182,-0.00025
28,llm,39,Transport/infrastructure,0.00147,0.00125,0.00022
28,llm,40,Environment,0.06044,0.06133,-0.00088
28,llm,41,Pol values-auth,0.00168,0.00117,0.00051
28,llm,42,Pol values-liberal,0.00293,0.00234,0.0006
28,llm,43,Pol values-right,0.00084,0.00052,0.00032
28,llm,44,Pol values-left,0.00147,0.00189,-0.00042
28,llm,45,Other,0.00157,0.00034,0.00123
28,llm,46,Uncoded,0.0726,0.06723,0.00536
28,llm,47,Referendum unspecified,0.0,0.00019,-0.00019
28,llm,48,Coronavirus,0.00042,0.00101,-0.00059
28,llm,49,Covid-economy,0.0,0.00011,-0.00011
28,llm,50,Gender/sexuality/family,0.00094,0.00191,-0.00097
29,llm,1,Health,0.13905,0.13933,-0.00028
29,llm,2,Education,0.00459,0.00454,5e-05
29,llm,3,Election outcome,0.00714,0.00355,0.00359
29,llm,4,Pol-neg,0.02079,0.02406,-0.00326
29,llm,5,Partisan-neg,0.02197,0.02107,0.00089
29,llm,6,Societal divides,0.00235,0.00243,-8e-05
29,llm,7,Morals,0.00203,0.0017,0.00033
29,llm,8,"Nat ident, goals-loss",0.00213,0.00197,0.00017
29,llm,9,Racism/discrimination,0.00181,0.00182,-1e-05
29,llm,10,Welfare,0.00245,0.00262,-0.00016
29,llm,11,Terrorism,0.00128,0.00165,-0.00037
29,llm,12,Immigration,0.17989,0.17944,0.00045
29,llm,13,Asylum,0.00149,0.00235,-0.00086
29,llm,14,Crime,0.01493,0.01527,-0.00034
29,llm,15,Europe,0.01258,0.01454,-0.00196
29,llm,16,Constitutional,0.00139,0.00149,-0.0001
29,llm,17,International trade,0.0,0.0008,-0.0008
29,llm,18,Devolution,0.00021,0.00048,-0.00027
29,llm,19,Scot-ind,0.00203,0.00223,-0.00021
29,llm,21,Foreign affairs,0.00544,0.00677,-0.00133
29,llm,22,War,0.00938,0.00797,0.00142
29,llm,23,Defence,0.01109,0.01091,0.00018
29,llm,24,Foreign emergency,0.0,3e-05,-3e-05
29,llm,25,Domestic emergency,0.0,0.00013,-0.00013
29,llm,26,Economy-general,0.15174,0.15279,-0.00105
29,llm,27,Economy-personal,0.00032,0.00018,0.00014
29,llm,28,Unemployment,0.00107,0.00118,-0.00011
29,llm,29,Taxation,0.00512,0.00503,9e-05
29,llm,30,Debt/deficit,0.00235,0.0025,-0.00015
29,llm,31,Inflation,0.00533,0.0052,0.00014
29,llm,32,Living costs,0.16752,0.168,-0.00048
29,llm,33,Poverty,0.01109,0.01125,-0.00016
29,llm,34,Austerity,0.00597,0.00639,-0.00042
29,llm,35,Inequality,0.01408,0.01419,-0.00012
29,llm,36,Housing,0.02346,0.02326,0.0002
29,llm,37,Social care,0.00352,0.00331,0.0002
29,llm,38,Pensions/ageing,0.00149,0.00166,-0.00017
29,llm,39,Transport/infrastructure,0.0016,0.00165,-5e-05
29,llm,40,Environment,0.06174,0.06314,-0.0014
29,llm,41,Pol values-auth,0.00117,0.00062,0.00055
29,llm,42,Pol values-liberal,0.0032,0.00278,0.00042
29,llm,43,Pol values-right,0.00032,0.00052,-0.0002
29,llm,44,Pol values-left,0.00181,0.00228,-0.00047
29,llm,45,Other,0.00256,0.00036,0.0022
29,llm,46,Uncoded,0.08872,0.08251,0.0062
29,llm,47,Referendum unspecified,0.0,0.00014,-0.00014
29,llm,48,Coronavirus,0.00043,0.00148,-0.00105
29,llm,49,Covid-economy,0.0,0.00012,-0.00012
29,llm,50,Gender/sexuality/family,0.00139,0.00234,-0.00095
30,llm,1,Health,0.06538,0.06613,-0.00075
30,llm,2,Education,0.00285,0.00297,-0.00013
30,llm,3,Election outcome,0.00153,0.00116,0.00038
30,llm,4,Pol-neg,0.02519,0.02968,-0.00449
30,llm,5,Partisan-neg,0.02617,0.02248,0.00369
30,llm,6,Societal divides,0.00307,0.00303,3e-05
30,llm,7,Morals,0.00405,0.00311,0.00094
30,llm,8,"Nat ident, goals-loss",0.00274,0.00317,-0.00043
30,llm,9,Racism/discrimination,0.0046,0.00476,-0.00016
30,llm,10,Welfare,0.00526,0.00558,-0.00032
30,llm,11,Terrorism,0.00208,0.00306,-0.00098
30,llm,12,Immigration,0.25014,0.24797,0.00217
30,llm,13,Asylum,0.00372,0.00526,-0.00153
30,llm,14,Crime,0.01796,0.01855,-0.00059
30,llm,15,Europe,0.00887,0.01071,-0.00184
30,llm,16,Constitutional,0.00175,0.00177,-2e-05
30,llm,17,International trade,0.0034,0.00297,0.00043
30,llm,18,Devolution,0.00022,0.00054,-0.00032
30,llm,19,Scot-ind,0.00153,0.00174,-0.0002
30,llm,21,Foreign affairs,0.02585,0.02607,-0.00022
30,llm,22,War,0.0184,0.01657,0.00183
30,llm,23,Defence,0.01413,0.01411,2e-05
30,llm,24,Foreign emergency,0.00011,3e-05,8e-05
30,llm,25,Domestic emergency,0.0,0.00013,-0.00013
30,llm,26,Economy-general,0.15409,0.15355,0.00054
30,llm,27,Economy-personal,0.00077,0.00034,0.00043
30,llm,28,Unemployment,0.00285,0.00302,-0.00017
30,llm,29,Taxation,0.0069,0.00693,-3e-05
30,llm,30,Debt/deficit,0.00131,0.00244,-0.00112
30,llm,31,Inflation,0.00602,0.0061,-8e-05
30,llm,32,Living costs,0.13514,0.13612,-0.00098
30,llm,33,Poverty,0.00964,0.00979,-0.00016
30,llm,34,Austerity,0.00668,0.00728,-0.0006
30,llm,35,Inequality,0.01741,0.0176,-0.00019
30,llm,36,Housing,0.01665,0.01671,-6e-05
30,llm,37,Social care,0.00361,0.00307,0.00054
30,llm,38,Pensions/ageing,0.0011,0.00122,-0.00012
30,llm,39,Transport/infrastructure,0.00088,0.00106,-0.00019
30,llm,40,Environment,0.05421,0.05521,-0.001
30,llm,41,Pol values-auth,0.0046,0.00149,0.00311
30,llm,42,Pol values-liberal,0.0092,0.01065,-0.00145
30,llm,43,Pol values-right,0.00296,0.00084,0.00212
30,llm,44,Pol values-left,0.00515,0.00651,-0.00136
30,llm,45,Other,0.00307,0.00043,0.00263
30,llm,46,Uncoded,0.06691,0.06288,0.00404
30,llm,47,Referendum unspecified,0.0,0.00024,-0.00024
30,llm,48,Coronavirus,0.00033,0.00165,-0.00133
30,llm,49,Covid-economy,0.0,0.00026,-0.00026
30,llm,50,Gender/sexuality/family,0.00153,0.00305,-0.00151
