wave,coder,code,name,bes_share,model_share,gap
11,human,12,Immigration,0.09842,0.09793,0.00049
11,human,13,Asylum,0.00012,0.00022,-9e-05
11,human,14,Crime,0.0051,0.00517,-7e-05
11,human,15,Europe,0.46517,0.46334,0.00183
11,human,16,Constitutional,0.00049,0.00081,-0.00032
11,human,17,International trade,0.00049,0.00059,-0.0001
11,human,18,Devolution,0.00012,0.00037,-0.00025
11,human,19,Scot-ind,0.00862,0.00813,0.00049
11,human,21,Foreign affairs,0.00619,0.00604,0.00015
11,human,22,War,0.00631,0.00634,-3e-05
11,human,23,Defence,0.00534,0.00519,0.00015
11,human,24,Foreign emergency,0.0,1e-05,-1e-05
11,human,25,Domestic emergency,0.0,0.00011,-0.00011
11,human,26,Economy-general,0.05109,0.05155,-0.00046
11,human,27,Economy-personal,0.00012,0.00018,-6e-05
11,human,28,Unemployment,0.00546,0.00506,0.0004
11,human,29,Taxation,0.00194,0.00207,-0.00013
11,human,30,Debt/deficit,0.00291,0.00323,-0.00032
11,human,31,Inflation,0.00109,0.0008,0.00029
11,human,32,Living costs,0.00449,0.00523,-0.00074
11,human,33,Poverty,0.00886,0.00938,-0.00052
11,human,34,Austerity,0.01104,0.01025,0.0008
11,human,35,Inequality,0.01529,0.0153,-0.0
11,human,36,Housing,0.01505,0.01493,0.00011
11,human,37,Social care,0.00255,0.00239,0.00016
11,human,38,Pensions/ageing,0.00388,0.00406,-0.00017
11,human,39,Transport/infrastructure,0.00073,0.00055,0.00018
11,human,40,Environment,0.01299,0.01334,-0.00035
11,human,41,Pol values-auth,0.00036,0.0004,-4e-05
11,human,42,Pol values-liberal,0.00255,0.00188,0.00067
11,human,43,Pol values-right,0.00012,0.00015,-3e-05
11,human,44,Pol values-left,0.00146,0.00204,-0.00059
11,human,45,Other,0.00073,0.00015,0.00058
11,human,46,Uncoded,0.00303,0.00377,-0.00073
11,human,47,Referendum unspecified,0.00012,0.00035,-0.00023
11,human,48,Coronavirus,0.0,0.00033,-0.00033
11,human,49,Covid-economy,0.0,0.0001,-0.0001
11,human,50,Gender/sexuality/family,0.00049,0.00041,8e-05
12,human,1,Health,0.10769,0.1079,-0.0002
12,human,2,Education,0.00681,0.00699,-0.00018
12,human,3,Election outcome,0.04459,0.0466,-0.00201
12,human,4,Pol-neg,0.0133,0.01351,-0.00021
12,human,5,Partisan-neg,0.02767,0.02576,0.00191
12,human,6,Societal divides,0.00245,0.00277,-0.00032
12,human,7,Morals,0.00149,0.00189,-0.0004
12,human,8,"Nat ident, goals-loss",0.00245,0.00273,-0.00028
12,human,9,Racism/discrimination,0.00192,0.00214,-0.00023
12,human,10,Welfare,0.00479,0.005,-0.00021
12,human,11,Terrorism,0.13047,0.12957,0.0009
12,human,12,Immigration,0.09907,0.09806,0.00101
12,human,13,Asylum,0.00021,0.00024,-3e-05
12,human,14,Crime,0.00734,0.00652,0.00082
12,human,15,Europe,0.37171,0.36985,0.00186
12,human,16,Constitutional,0.00053,0.00067,-0.00014
12,human,17,International trade,0.00043,0.00068,-0.00026
12,human,18,Devolution,0.00011,0.00024,-0.00013
12,human,19,Scot-ind,0.00575,0.00563,0.00012
12,human,21,Foreign affairs,0.00213,0.00194,0.00018
12,human,22,War,0.00128,0.00148,-0.0002
12,human,23,Defence,0.01639,0.01656,-0.00017
12,human,24,Foreign emergency,0.0,1e-05,-1e-05
12,human,25,Domestic emergency,0.0,0.00015,-0.00015
12,human,26,Economy-general,0.05289,0.05294,-5e-05
12,human,27,Economy-personal,0.00011,0.00021,-0.00011
12,human,28,Unemployment,0.00426,0.00421,4e-05
12,human,29,Taxation,0.00192,0.0019,2e-05
12,human,30,Debt/deficit,0.00415,0.00415,0.0
12,human,31,Inflation,0.00074,0.00074,0.0
12,human,32,Living costs,0.00521,0.00567,-0.00046
12,human,33,Poverty,0.00798,0.00819,-0.0002
12,human,34,Austerity,0.01192,0.01118,0.00074
12,human,35,Inequality,0.01756,0.01766,-0.0001
12,human,36,Housing,0.0116,0.01169,-9e-05
12,human,37,Social care,0.00585,0.00544,0.00041
12,human,38,Pensions/ageing,0.00351,0.00409,-0.00058
12,human,39,Transport/infrastructure,0.00043,0.00044,-2e-05
12,human,40,Environment,0.015,0.01528,-0.00028
12,human,41,Pol values-auth,0.00043,0.00046,-4e-05
12,human,42,Pol values-liberal,0.00149,0.00103,0.00046
12,human,43,Pol values-right,0.00021,0.00021,-0.0
12,human,44,Pol values-left,0.00138,0.00204,-0.00066
12,human,45,Other,0.00032,0.00011,0.00021
12,human,46,Uncoded,0.00362,0.00389,-0.00027
12,human,47,Referendum unspecified,0.00011,0.00029,-0.00018
12,human,48,Coronavirus,0.0,0.00058,-0.00058
12,human,49,Covid-economy,0.0,0.00011,-0.00011
12,human,50,Gender/sexuality/family,0.00074,0.00056,0.00018
13,human,1,Health,0.07579,0.07616,-0.00037
13,human,2,Education,0.00341,0.00362,-0.0002
13,human,3,Election outcome,0.04013,0.03516,0.00497
13,human,4,Pol-neg,0.08579,0.09048,-0.00469
13,human,5,Partisan-neg,0.05237,0.04866,0.00371
13,human,6,Societal divides,0.0033,0.00373,-0.00043
13,human,7,Morals,0.00129,0.00159,-0.0003
13,human,8,"Nat ident, goals-loss",0.00235,0.00275,-0.0004
13,human,9,Racism/discrimination,0.00141,0.0013,0.00012
13,human,10,Welfare,0.00412,0.00389,0.00023
13,human,11,Terrorism,0.11557,0.11504,0.00053
13,human,12,Immigration,0.07144,0.07184,-0.0004
13,human,13,Asylum,0.00024,0.00031,-8e-05
13,human,14,Crime,0.00447,0.00437,0.0001
13,human,15,Europe,0.38602,0.38577,0.00025
13,human,16,Constitutional,0.00071,0.0006,0.00011
13,human,17,International trade,0.00012,0.00032,-0.0002
13,human,18,Devolution,0.00012,0.00049,-0.00037
13,human,19,Scot-ind,0.00282,0.00296,-0.00013
13,human,21,Foreign affairs,0.00059,0.00095,-0.00036
13,human,22,War,0.00059,0.00062,-3e-05
13,human,23,Defence,0.00965,0.00946,0.00019
13,human,24,Foreign emergency,0.0,2e-05,-2e-05
13,human,25,Domestic emergency,0.00377,0.00317,0.0006
13,human,26,Economy-general,0.04802,0.04838,-0.00036
13,human,27,Economy-personal,0.00024,0.00024,-1e-05
13,human,28,Unemployment,0.00235,0.00236,-0.0
13,human,29,Taxation,0.00106,0.00114,-8e-05
13,human,30,Debt/deficit,0.00259,0.00301,-0.00042
13,human,31,Inflation,0.00035,0.00041,-6e-05
13,human,32,Living costs,0.00235,0.00271,-0.00035
13,human,33,Poverty,0.00412,0.00445,-0.00033
13,human,34,Austerity,0.01812,0.01781,0.00032
13,human,35,Inequality,0.01648,0.01621,0.00027
13,human,36,Housing,0.01071,0.01082,-0.00011
13,human,37,Social care,0.00282,0.0028,2e-05
13,human,38,Pensions/ageing,0.002,0.00214,-0.00014
13,human,39,Transport/infrastructure,0.00035,0.00047,-0.00012
13,human,40,Environment,0.01283,0.01306,-0.00023
13,human,41,Pol values-auth,0.00035,0.00073,-0.00038
13,human,42,Pol values-liberal,0.00118,0.00109,9e-05
13,human,43,Pol values-right,0.00071,0.00067,4e-05
13,human,44,Pol values-left,0.00118,0.00159,-0.00041
13,human,45,Other,0.00035,0.00013,0.00023
13,human,46,Uncoded,0.0053,0.00532,-3e-05
13,human,47,Referendum unspecified,0.0,0.0002,-0.0002
13,human,48,Coronavirus,0.0,0.00056,-0.00056
13,human,49,Covid-economy,0.0,0.00012,-0.00012
13,human,50,Gender/sexuality/family,0.00047,0.00034,0.00013
14,human,1,Health,0.08683,0.08598,0.00085
14,human,2,Education,0.00509,0.00506,3e-05
14,human,3,Election outcome,0.00062,0.00074,-0.00012
14,human,4,Pol-neg,0.0165,0.01714,-0.00064
14,human,5,Partisan-neg,0.01154,0.01177,-0.00023
14,human,6,Societal divides,0.00112,0.00164,-0.00052
14,human,7,Morals,0.00087,0.00171,-0.00084
14,human,8,"Nat ident, goals-loss",0.00323,0.00254,0.00068
14,human,9,Racism/discrimination,0.00409,0.00349,0.0006
14,human,10,Welfare,0.00385,0.00386,-1e-05
14,human,11,Terrorism,0.03473,0.03549,-0.00076
14,human,12,Immigration,0.10258,0.10258,0.0
14,human,13,Asylum,0.00087,0.00079,8e-05
14,human,14,Crime,0.0361,0.03575,0.00035
14,human,15,Europe,0.51451,0.51473,-0.00022
14,human,16,Constitutional,0.00074,0.00043,0.00031
14,human,17,International trade,0.00136,0.00102,0.00034
14,human,18,Devolution,0.00012,0.00027,-0.00015
14,human,19,Scot-ind,0.00161,0.00202,-0.00041
14,human,21,Foreign affairs,0.00843,0.00787,0.00057
14,human,22,War,0.00546,0.00582,-0.00036
14,human,23,Defence,0.00521,0.00507,0.00014
14,human,24,Foreign emergency,0.0,1e-05,-1e-05
14,human,25,Domestic emergency,0.0,0.0001,-0.0001
14,human,26,Economy-general,0.04441,0.04348,0.00092
14,human,27,Economy-personal,0.00037,0.00018,0.00019
14,human,28,Unemployment,0.00533,0.00563,-0.00029
14,human,29,Taxation,0.00099,0.00103,-3e-05
14,human,30,Debt/deficit,0.00236,0.00243,-7e-05
14,human,31,Inflation,0.00062,0.00062,-0.0
14,human,32,Living costs,0.0062,0.00688,-0.00067
14,human,33,Poverty,0.0129,0.01257,0.00033
14,human,34,Austerity,0.01327,0.01325,2e-05
14,human,35,Inequality,0.01501,0.01494,7e-05
14,human,36,Housing,0.01985,0.01984,1e-05
14,human,37,Social care,0.00161,0.00165,-4e-05
14,human,38,Pensions/ageing,0.0026,0.00261,-1e-05
14,human,39,Transport/infrastructure,0.00124,0.00111,0.00013
14,human,40,Environment,0.01724,0.01752,-0.00028
14,human,41,Pol values-auth,0.00124,0.00076,0.00048
14,human,42,Pol values-liberal,0.00186,0.00158,0.00028
14,human,43,Pol values-right,0.00062,0.00051,0.00011
14,human,44,Pol values-left,0.00186,0.0017,0.00016
14,human,45,Other,0.00012,0.00022,-9e-05
14,human,46,Uncoded,0.00385,0.00433,-0.00049
14,human,47,Referendum unspecified,0.00012,0.0001,3e-05
14,human,48,Coronavirus,0.0,0.00039,-0.00039
14,human,49,Covid-economy,0.0,0.00011,-0.00011
14,human,50,Gender/sexuality/family,0.00087,0.0007,0.00017
15,human,1,Health,0.02156,0.02142,0.00014
15,human,2,Education,0.00223,0.00208,0.00015
15,human,3,Election outcome,0.00047,0.00071,-0.00024
15,human,4,Pol-neg,0.0239,0.0232,0.0007
15,human,5,Partisan-neg,0.00445,0.00502,-0.00057
15,human,6,Societal divides,0.00258,0.0018,0.00078
15,human,7,Morals,0.00117,0.00122,-5e-05
15,human,8,"Nat ident, goals-loss",0.00199,0.00188,0.00011
15,human,9,Racism/discrimination,0.00094,0.00088,6e-05
15,human,10,Welfare,0.00234,0.00236,-1e-05
15,human,11,Terrorism,0.01008,0.01026,-0.00018
15,human,12,Immigration,0.03879,0.03832,0.00046
15,human,13,Asylum,0.0,9e-05,-9e-05
15,human,14,Crime,0.03949,0.0392,0.00029
15,human,15,Europe,0.76658,0.76697,-0.00039
15,human,16,Constitutional,0.00035,0.00034,1e-05
15,human,17,International trade,0.00082,0.0006,0.00022
15,human,18,Devolution,0.0,9e-05,-9e-05
15,human,19,Scot-ind,0.00141,0.00164,-0.00023
15,human,21,Foreign affairs,0.00059,0.00046,0.00012
15,human,22,War,0.00012,7e-05,5e-05
15,human,23,Defence,0.00141,0.00139,2e-05
15,human,24,Foreign emergency,0.0,1e-05,-1e-05
15,human,25,Domestic emergency,0.0,4e-05,-4e-05
15,human,26,Economy-general,0.01277,0.01242,0.00036
15,human,27,Economy-personal,0.0,0.00011,-0.00011
15,human,28,Unemployment,0.00176,0.00161,0.00015
15,human,29,Taxation,0.00035,0.0005,-0.00015
15,human,30,Debt/deficit,0.00059,0.00066,-7e-05
15,human,31,Inflation,0.0,4e-05,-4e-05
15,human,32,Living costs,0.00152,0.00178,-0.00025
15,human,33,Poverty,0.00703,0.00724,-0.00021
15,human,34,Austerity,0.00656,0.00719,-0.00063
15,human,35,Inequality,0.00644,0.00636,8e-05
15,human,36,Housing,0.01055,0.01019,0.00035
15,human,37,Social care,0.00035,0.00036,-1e-05
15,human,38,Pensions/ageing,0.00129,0.00118,0.00011
15,human,39,Transport/infrastructure,0.00035,0.00033,3e-05
15,human,40,Environment,0.0239,0.02402,-0.00011
15,human,41,Pol values-auth,0.00047,0.00038,8e-05
15,human,42,Pol values-liberal,0.0007,0.00074,-3e-05
15,human,43,Pol values-right,0.00012,0.00019,-8e-05
15,human,44,Pol values-left,0.00094,0.00093,0.0
15,human,45,Other,0.0,0.00012,-0.00012
15,human,46,Uncoded,0.00281,0.00289,-7e-05
15,human,47,Referendum unspecified,0.00012,0.00027,-0.00015
15,human,48,Coronavirus,0.0,0.00024,-0.00024
15,human,49,Covid-economy,0.0,7e-05,-7e-05
15,human,50,Gender/sexuality/family,0.00012,0.00014,-3e-05
16,human,1,Health,0.02906,0.02908,-2e-05
16,human,2,Education,0.00349,0.00345,4e-05
16,human,3,Election outcome,0.00688,0.00636,0.00052
16,human,4,Pol-neg,0.04369,0.04271,0.00098
16,human,5,Partisan-neg,0.00581,0.00733,-0.00151
16,human,6,Societal divides,0.0031,0.00317,-7e-05
16,human,7,Morals,0.00126,0.00132,-6e-05
16,human,8,"Nat ident, goals-loss",0.00223,0.00171,0.00052
16,human,9,Racism/discrimination,0.00174,0.0017,5e-05
16,human,10,Welfare,0.00329,0.00284,0.00045
16,human,11,Terrorism,0.00862,0.00878,-0.00016
16,human,12,Immigration,0.03943,0.03976,-0.00033
16,human,13,Asylum,0.0001,9e-05,1e-05
16,human,14,Crime,0.02306,0.02325,-0.0002
16,human,15,Europe,0.68711,0.68722,-0.00012
16,human,16,Constitutional,0.00039,0.0005,-0.00011
16,human,17,International trade,0.00077,0.00038,0.0004
16,human,18,Devolution,0.00048,0.00036,0.00013
16,human,19,Scot-ind,0.00126,0.0021,-0.00084
16,human,21,Foreign affairs,0.00068,0.00077,-9e-05
16,human,22,War,0.00048,0.00057,-8e-05
16,human,23,Defence,0.00145,0.00148,-2e-05
16,human,24,Foreign emergency,0.0,1e-05,-1e-05
16,human,25,Domestic emergency,0.0,9e-05,-9e-05
16,human,26,Economy-general,0.01811,0.01787,0.00024
16,human,27,Economy-personal,0.0,0.0001,-0.0001
16,human,28,Unemployment,0.00194,0.00217,-0.00023
16,human,29,Taxation,0.00097,0.00107,-0.0001
16,human,30,Debt/deficit,0.00068,0.00098,-0.0003
16,human,31,Inflation,0.00019,0.00014,6e-05
16,human,32,Living costs,0.00126,0.00222,-0.00096
16,human,33,Poverty,0.01453,0.01381,0.00072
16,human,34,Austerity,0.00843,0.00863,-0.0002
16,human,35,Inequality,0.00882,0.0093,-0.00048
16,human,36,Housing,0.00969,0.00963,6e-05
16,human,37,Social care,0.00271,0.00237,0.00034
16,human,38,Pensions/ageing,0.00068,0.00084,-0.00016
16,human,39,Transport/infrastructure,0.00048,0.00049,-1e-05
16,human,40,Environment,0.05725,0.0572,5e-05
16,human,41,Pol values-auth,0.00048,0.0004,9e-05
16,human,42,Pol values-liberal,0.00174,0.00136,0.00038
16,human,43,Pol values-right,0.00048,0.00038,0.00011
16,human,44,Pol values-left,0.00223,0.00166,0.00057
16,human,45,Other,0.00029,0.00011,0.00018
16,human,46,Uncoded,0.00358,0.00325,0.00034
16,human,47,Referendum unspecified,0.00058,0.00022,0.00036
16,human,48,Coronavirus,0.0,0.00025,-0.00025
16,human,49,Covid-economy,0.0,8e-05,-8e-05
16,human,50,Gender/sexuality/family,0.00048,0.00047,2e-05
17,human,1,Health,0.05757,0.05725,0.00032
17,human,2,Education,0.00285,0.00285,-0.0
17,human,3,Election outcome,0.02741,0.02459,0.00282
17,human,4,Pol-neg,0.03838,0.03799,0.0004
17,human,5,Partisan-neg,0.0135,0.01569,-0.0022
17,human,6,Societal divides,0.00358,0.00404,-0.00045
17,human,7,Morals,0.00127,0.00153,-0.00026
17,human,8,"Nat ident, goals-loss",0.00137,0.0011,0.00027
17,human,9,Racism/discrimination,0.002,0.00185,0.00015
17,human,10,Welfare,0.00401,0.004,0.0
17,human,11,Terrorism,0.00432,0.00437,-4e-05
17,human,12,Immigration,0.03237,0.03216,0.00021
17,human,13,Asylum,0.0,2e-05,-2e-05
17,human,14,Crime,0.02499,0.0254,-0.00041
17,human,15,Europe,0.63391,0.63475,-0.00084
17,human,16,Constitutional,0.00095,0.00076,0.00019
17,human,17,International trade,0.00042,0.00037,5e-05
17,human,18,Devolution,0.00021,0.00022,-0.0
17,human,19,Scot-ind,0.00327,0.00416,-0.00089
17,human,21,Foreign affairs,0.00021,0.00047,-0.00026
17,human,22,War,0.00021,0.0003,-9e-05
17,human,23,Defence,0.00137,0.00149,-0.00012
17,human,24,Foreign emergency,0.0,1e-05,-1e-05
17,human,25,Domestic emergency,0.00021,0.00029,-7e-05
17,human,26,Economy-general,0.02278,0.02278,-0.0
17,human,27,Economy-personal,0.00053,0.00021,0.00031
17,human,28,Unemployment,0.00148,0.00156,-9e-05
17,human,29,Taxation,0.00063,0.00081,-0.00017
17,human,30,Debt/deficit,0.00084,0.0008,4e-05
17,human,31,Inflation,0.00011,0.00021,-0.00011
17,human,32,Living costs,0.00337,0.00406,-0.00069
17,human,33,Poverty,0.01149,0.01117,0.00033
17,human,34,Austerity,0.00738,0.00734,4e-05
17,human,35,Inequality,0.0116,0.01186,-0.00026
17,human,36,Housing,0.00949,0.00937,0.00011
17,human,37,Social care,0.00211,0.00188,0.00022
17,human,38,Pensions/ageing,0.0019,0.00193,-3e-05
17,human,39,Transport/infrastructure,0.00042,0.00046,-4e-05
17,human,40,Environment,0.06021,0.06003,0.00018
17,human,41,Pol values-auth,0.00042,0.00062,-0.0002
17,human,42,Pol values-liberal,0.0019,0.00143,0.00047
17,human,43,Pol values-right,0.00032,0.00019,0.00013
17,human,44,Pol values-left,0.00253,0.00198,0.00055
17,human,45,Other,0.00011,0.00019,-8e-05
17,human,46,Uncoded,0.00474,0.00407,0.00067
17,human,47,Referendum unspecified,0.00063,0.00041,0.00023
17,human,48,Coronavirus,0.0,0.00039,-0.00039
17,human,49,Covid-economy,0.0,7e-05,-7e-05
17,human,50,Gender/sexuality/family,0.00063,0.00049,0.00014
18,human,1,Health,0.0864,0.0868,-0.0004
18,human,2,Education,0.00341,0.00294,0.00047
18,human,3,Election outcome,0.04666,0.04235,0.00431
18,human,4,Pol-neg,0.03329,0.03296,0.00033
18,human,5,Partisan-neg,0.022,0.02378,-0.00178
18,human,6,Societal divides,0.00398,0.00376,0.00022
18,human,7,Morals,0.00152,0.00162,-0.0001
18,human,8,"Nat ident, goals-loss",0.00123,0.00117,7e-05
18,human,9,Racism/discrimination,0.00076,0.00055,0.00021
18,human,10,Welfare,0.00256,0.00275,-0.00019
18,human,11,Terrorism,0.01072,0.0109,-0.00018
18,human,12,Immigration,0.0313,0.03142,-0.00012
18,human,13,Asylum,0.0,3e-05,-3e-05
18,human,14,Crime,0.02343,0.02327,0.00015
18,human,15,Europe,0.56259,0.56498,-0.00239
18,human,16,Constitutional,0.00095,0.0005,0.00045
18,human,17,International trade,0.00057,0.00048,9e-05
18,human,18,Devolution,0.00019,0.00031,-0.00012
18,human,19,Scot-ind,0.00417,0.00512,-0.00095
18,human,21,Foreign affairs,9e-05,0.00044,-0.00035
18,human,22,War,0.0,8e-05,-8e-05
18,human,23,Defence,0.0019,0.00193,-4e-05
18,human,24,Foreign emergency,9e-05,1e-05,9e-05
18,human,25,Domestic emergency,0.00066,0.00065,1e-05
18,human,26,Economy-general,0.0275,0.02722,0.00028
18,human,27,Economy-personal,0.00019,7e-05,0.00012
18,human,28,Unemployment,0.00123,0.0015,-0.00027
18,human,29,Taxation,0.00114,0.00116,-2e-05
18,human,30,Debt/deficit,0.00114,0.00133,-0.0002
18,human,31,Inflation,0.0,0.00013,-0.00013
18,human,32,Living costs,0.0036,0.00417,-0.00057
18,human,33,Poverty,0.01489,0.01461,0.00028
18,human,34,Austerity,0.01053,0.01081,-0.00028
18,human,35,Inequality,0.01299,0.01306,-6e-05
18,human,36,Housing,0.01091,0.01081,0.0001
18,human,37,Social care,0.0037,0.00333,0.00037
18,human,38,Pensions/ageing,0.00142,0.0016,-0.00017
18,human,39,Transport/infrastructure,0.00057,0.00065,-9e-05
18,human,40,Environment,0.06203,0.06156,0.00046
18,human,41,Pol values-auth,0.00076,0.00046,0.0003
18,human,42,Pol values-liberal,0.00104,0.00117,-0.00013
18,human,43,Pol values-right,0.00038,0.00045,-7e-05
18,human,44,Pol values-left,0.00247,0.0018,0.00066
18,human,45,Other,9e-05,7e-05,3e-05
18,human,46,Uncoded,0.0037,0.00375,-5e-05
18,human,47,Referendum unspecified,0.00047,0.00023,0.00025
18,human,48,Coronavirus,0.0,0.00043,-0.00043
18,human,49,Covid-economy,0.0,8e-05,-8e-05
18,human,50,Gender/sexuality/family,0.00076,0.00072,4e-05
19,human,1,Health,0.13234,0.13181,0.00053
19,human,2,Education,0.00308,0.00313,-5e-05
19,human,3,Election outcome,0.00547,0.00386,0.00161
19,human,4,Pol-neg,0.02417,0.02523,-0.00106
19,human,5,Partisan-neg,0.03556,0.03704,-0.00148
19,human,6,Societal divides,0.00787,0.00692,0.00095
19,human,7,Morals,0.00171,0.00183,-0.00012
19,human,8,"Nat ident, goals-loss",0.00137,0.00138,-1e-05
19,human,9,Racism/discrimination,0.00148,0.00139,0.0001
19,human,10,Welfare,0.00353,0.00336,0.00017
19,human,11,Terrorism,0.00878,0.00891,-0.00013
19,human,12,Immigration,0.04274,0.04279,-5e-05
19,human,13,Asylum,0.00011,4e-05,8e-05
19,human,14,Crime,0.02553,0.02548,5e-05
19,human,15,Europe,0.51453,0.51581,-0.00128
19,human,16,Constitutional,0.00182,0.00116,0.00066
19,human,17,International trade,0.0041,0.00344,0.00067
19,human,18,Devolution,0.00046,0.00037,8e-05
19,human,19,Scot-ind,0.00855,0.00975,-0.00121
19,human,21,Foreign affairs,0.00011,0.0004,-0.00029
19,human,22,War,0.00023,0.0003,-7e-05
19,human,23,Defence,0.00251,0.00255,-4e-05
19,human,24,Foreign emergency,0.0,1e-05,-1e-05
19,human,25,Domestic emergency,0.00011,0.00018,-6e-05
19,human,26,Economy-general,0.03043,0.03001,0.00042
19,human,27,Economy-personal,0.00011,0.0001,1e-05
19,human,28,Unemployment,0.00091,0.00099,-8e-05
19,human,29,Taxation,0.00068,0.0009,-0.00022
19,human,30,Debt/deficit,0.00125,0.00136,-0.00011
19,human,31,Inflation,0.00011,0.00018,-6e-05
19,human,32,Living costs,0.00285,0.00327,-0.00042
19,human,33,Poverty,0.01641,0.01599,0.00042
19,human,34,Austerity,0.01037,0.01034,3e-05
19,human,35,Inequality,0.01288,0.01297,-9e-05
19,human,36,Housing,0.01163,0.01156,6e-05
19,human,37,Social care,0.00695,0.00626,0.0007
19,human,38,Pensions/ageing,0.00296,0.00346,-0.00049
19,human,39,Transport/infrastructure,0.00068,0.00067,1e-05
19,human,40,Environment,0.06417,0.06394,0.00024
19,human,41,Pol values-auth,0.00068,0.00052,0.00017
19,human,42,Pol values-liberal,0.00148,0.0016,-0.00012
19,human,43,Pol values-right,0.00091,0.00069,0.00022
19,human,44,Pol values-left,0.00251,0.00185,0.00066
19,human,45,Other,0.00011,8e-05,3e-05
19,human,46,Uncoded,0.00422,0.00462,-0.0004
19,human,47,Referendum unspecified,0.0008,0.00027,0.00053
19,human,48,Coronavirus,0.0,0.00045,-0.00045
19,human,49,Covid-economy,0.0,0.0001,-0.0001
19,human,50,Gender/sexuality/family,0.00068,0.00069,-0.0
20,human,1,Health,0.01908,0.0197,-0.00062
20,human,2,Education,0.00346,0.00341,5e-05
20,human,3,Election outcome,0.0,0.00048,-0.00048
20,human,4,Pol-neg,0.01707,0.01884,-0.00177
20,human,5,Partisan-neg,0.00647,0.00733,-0.00086
20,human,6,Societal divides,0.00335,0.00348,-0.00013
20,human,7,Morals,0.00167,0.00208,-0.0004
20,human,8,"Nat ident, goals-loss",0.00524,0.00406,0.00119
20,human,9,Racism/discrimination,0.01796,0.01751,0.00045
20,human,10,Welfare,0.00033,0.00056,-0.00023
20,human,11,Terrorism,0.00033,0.00058,-0.00025
20,human,12,Immigration,0.01216,0.01257,-0.00041
20,human,13,Asylum,0.0,6e-05,-6e-05
20,human,14,Crime,0.00513,0.00568,-0.00055
20,human,15,Europe,0.0453,0.04652,-0.00122
20,human,16,Constitutional,0.0,0.00022,-0.00022
20,human,17,International trade,0.001,0.0008,0.0002
20,human,18,Devolution,0.0,8e-05,-8e-05
20,human,19,Scot-ind,0.00045,0.00077,-0.00032
20,human,21,Foreign affairs,0.00056,0.00076,-0.0002
20,human,22,War,0.00011,0.00023,-0.00012
20,human,23,Defence,0.00022,0.00033,-0.00011
20,human,24,Foreign emergency,0.00011,2e-05,9e-05
20,human,25,Domestic emergency,0.0,0.00014,-0.00014
20,human,26,Economy-general,0.09774,0.09954,-0.0018
20,human,27,Economy-personal,0.0,0.0001,-0.0001
20,human,28,Unemployment,0.00748,0.00706,0.00041
20,human,29,Taxation,0.00011,0.00015,-4e-05
20,human,30,Debt/deficit,0.00134,0.00169,-0.00036
20,human,31,Inflation,0.00011,0.00016,-5e-05
20,human,32,Living costs,0.00033,0.00084,-0.00051
20,human,33,Poverty,0.00346,0.00325,0.00021
20,human,34,Austerity,0.001,0.00138,-0.00037
20,human,35,Inequality,0.01093,0.01156,-0.00063
20,human,36,Housing,0.0019,0.002,-0.00011
20,human,37,Social care,0.00022,0.00031,-9e-05
20,human,38,Pensions/ageing,0.0,0.00018,-0.00018
20,human,39,Transport/infrastructure,0.00033,0.00039,-6e-05
20,human,40,Environment,0.02945,0.02965,-0.0002
20,human,41,Pol values-auth,0.0077,0.00584,0.00186
20,human,42,Pol values-liberal,0.00156,0.00146,0.0001
20,human,43,Pol values-right,0.00179,0.00147,0.00031
20,human,44,Pol values-left,0.00179,0.00176,3e-05
20,human,45,Other,0.0,0.00019,-0.00019
20,human,46,Uncoded,0.00524,0.00592,-0.00068
20,human,47,Referendum unspecified,0.00022,0.00013,9e-05
20,human,48,Coronavirus,0.66272,0.65873,0.004
20,human,49,Covid-economy,0.02388,0.01939,0.00449
20,human,50,Gender/sexuality/family,0.00067,0.0006,7e-05
21,human,1,Health,0.02924,0.0292,4e-05
21,human,2,Education,0.00255,0.00281,-0.00026
21,human,3,Election outcome,0.00024,0.00047,-0.00023
21,human,4,Pol-neg,0.02584,0.0269,-0.00105
21,human,5,Partisan-neg,0.01589,0.01505,0.00084
21,human,6,Societal divides,0.0017,0.00211,-0.00041
21,human,7,Morals,0.00194,0.00239,-0.00045
21,human,8,"Nat ident, goals-loss",0.00231,0.00228,2e-05
21,human,9,Racism/discrimination,0.00267,0.00294,-0.00027
21,human,10,Welfare,0.00146,0.00161,-0.00016
21,human,11,Terrorism,0.00097,0.00147,-0.0005
21,human,12,Immigration,0.029,0.02979,-0.00079
21,human,13,Asylum,0.0,0.00018,-0.00018
21,human,14,Crime,0.0142,0.01384,0.00036
21,human,15,Europe,0.02366,0.02386,-0.0002
21,human,16,Constitutional,0.00085,0.00094,-9e-05
21,human,17,International trade,0.00121,0.00109,0.00013
21,human,18,Devolution,0.00036,0.00038,-2e-05
21,human,19,Scot-ind,0.00667,0.00716,-0.00049
21,human,21,Foreign affairs,0.00158,0.00177,-0.0002
21,human,22,War,0.00024,0.00048,-0.00024
21,human,23,Defence,0.00061,0.00074,-0.00013
21,human,24,Foreign emergency,0.0,2e-05,-2e-05
21,human,25,Domestic emergency,0.0,0.00014,-0.00014
21,human,26,Economy-general,0.10192,0.10171,0.00021
21,human,27,Economy-personal,0.00073,0.00023,0.0005
21,human,28,Unemployment,0.00813,0.00858,-0.00045
